Stages	CYR61	HSPA6	RGS1	BTG2	ATF3	ETV3	PTGS2	EGR4	EGR1	DUSP1	CDKN1A	TRIB1	NR4A3	DUSP5	EGR2	NPAS4	NR4A1	FOS	JUNB	FOSB	PPP1R15A	SIK1	GPR183	NEDD9	SPRY2
Stage_8	4.8634	5.93258	3.79158	7.17104	4.70994	6.90691	7.42262	6.86086	10.0298	7.17637	6.72234	7.60011	6.45578	4.96612	7.72886	4.98851	6.82703	6.15624	7.72775	6.26293	7.35213	6.22744	4.92506	5.15185	10.054
Stage_8	5.68243	5.65373	4.39059	6.91625	4.30168	6.133	6.24506	6.8343	9.96462	7.171	6.0626	7.0312	6.28168	5.81406	7.00013	6.47163	7.14672	6.15261	7.43235	5.93465	6.36482	6.1412	6.75491	5.39485	9.41902
Stage_9	5.73503	5.64235	4.28933	7.65136	4.76659	8.25844	7.88896	7.47697	11.1928	8.41136	5.64068	9.63535	7.15603	6.90381	9.03115	7.56386	8.51395	7.92703	7.52157	6.48905	7.30398	7.88395	5.28091	6.27622	10.8166
Stage_9	5.17323	5.9944	4.21478	6.97213	5.39228	7.99889	7.53619	7.51711	11.1424	8.03224	5.92623	10.028	7.10962	6.12454	8.74358	7.75023	8.47864	7.06627	7.86936	6.33431	6.92825	7.60212	5.80693	6.51714	11.1364
Stage_9	5.15241	5.34507	4.50672	7.17665	4.64589	7.9456	7.66032	7.34292	10.1831	7.06977	5.80893	8.20769	7.33792	6.55499	8.18394	6.61115	7.11557	7.33438	7.32762	6.43527	6.87206	6.88298	5.64056	6.37594	10.3858
Stage_9	5.26534	5.70953	4.85477	7.66939	5.27946	7.6128	7.6058	7.54095	10.4148	7.81572	6.077	8.56929	7.45227	6.55524	8.45677	7.24149	7.16048	7.08252	8.44234	6.35731	6.41592	6.92125	5.94583	6.15835	10.8317
Stage_9	4.91368	5.6823	4.22666	7.76951	4.75258	7.85098	4.26886	7.77702	8.33668	8.56072	5.11989	8.68225	6.95385	10.2194	4.57298	6.01872	7.0915	7.69471	6.46312	5.29611	6.61318	5.88814	4.80254	4.52088	11.3617
Stage_9	4.81764	5.44526	3.92986	8.56072	5.03417	7.51009	5.08842	8.10476	8.38361	9.08218	5.16338	8.83456	7.0378	10.3122	4.43201	6.04958	7.28168	7.98989	7.04473	5.121	6.7608	5.86875	5.45903	4.97262	11.6638
Stage_9	5.55191	6.24902	4.05932	6.90926	5.17042	7.87055	7.29721	7.33572	10.936	7.7398	6.16164	9.26744	7.10378	5.91918	8.79852	7.30989	8.33311	6.95881	7.18577	6.05745	6.98187	7.60905	5.31948	6.37693	10.9152
Stage_9	5.43637	5.95683	3.96295	7.17453	5.53724	7.86792	7.74786	7.75096	11.0494	7.71281	6.10544	9.39577	7.05931	6.29888	9.3617	7.71513	8.54068	7.39034	7.70623	6.1929	7.20854	7.54629	6.06267	6.42605	10.9188
Stage_9	5.18233	5.47884	4.92154	7.74488	5.40576	7.86841	6.62412	7.01063	9.82979	7.62654	6.25681	9.03441	6.98951	5.76022	7.86534	6.351	6.59554	6.11528	7.29574	6.01637	6.19394	6.80654	6.19258	6.17146	10.3637
Stage_9	5.87144	6.07483	4.50191	7.18987	5.23863	6.99557	6.93308	7.48943	10.1842	7.92607	5.81934	7.835	7.71186	7.08543	7.58218	5.88859	6.51588	7.27665	7.37722	6.0942	5.91423	6.60333	5.35961	5.60367	10.1681
Stage_9	5.02923	5.59761	4.63476	7.01641	5.37041	7.97607	7.92479	7.84663	11.1899	7.80918	5.85737	9.37525	6.97833	6.40324	9.62675	7.33942	8.73618	7.13824	8.24662	6.42369	7.18539	7.65126	6.07603	6.86479	10.9394
Stage_9	5.30395	6.00215	4.48585	6.81736	5.39075	8.14818	7.82623	7.79209	11.225	8.05858	6.55058	9.47648	7.14754	6.86324	9.54118	7.58935	8.62791	7.66438	7.85398	6.2953	7.3777	7.70953	6.43525	6.39556	10.9455
Stage_9	5.22084	5.77768	4.05098	7.40196	5.03518	8.0213	7.52797	7.84318	11.1098	7.92158	5.87547	9.21597	7.06012	6.63934	9.39354	7.84634	8.48197	7.91541	8.30479	6.64781	7.28924	7.58005	5.79927	6.30731	10.8442
Stage_9	5.74703	5.92799	4.40813	7.12818	5.56618	8.16351	7.73552	7.70402	11.0803	7.41422	6.12303	9.10086	6.75675	6.43311	9.23907	7.5634	8.26427	7.2201	7.77779	6.53694	6.85317	7.67151	5.76941	5.69521	10.6699
Stage_9	5.59693	5.3997	4.44034	7.15179	5.66532	7.78018	7.40304	7.69001	11.2057	7.92985	5.68034	9.27116	6.89711	6.2599	9.09346	7.09671	8.50666	7.41311	7.21988	6.21287	6.84065	7.87322	6.00519	6.43484	10.7633
Stage_9	5.4716	5.61665	4.98634	6.97915	5.39866	8.24252	7.27852	7.81124	11.1091	7.86971	6.16541	9.00458	6.68414	5.90742	9.18019	7.34274	8.54643	8.01421	8.37317	6.40299	6.89461	7.62081	6.51885	6.89316	11.0281
Stage_9	4.94754	5.56343	4.19713	6.82028	4.88013	7.42657	4.79841	5.90396	8.87066	8.34512	5.9729	7.58577	5.38841	6.96643	4.53978	6.02117	5.58017	6.4546	7.11191	5.75177	6.37102	6.27959	5.7077	5.69421	9.02037
Stage_9	4.99742	6.16062	3.9011	7.38263	4.57991	7.09139	4.5409	5.57585	8.57443	8.17796	6.20603	7.46192	5.56376	7.17738	4.70969	5.38849	5.94732	7.3772	7.07835	5.2259	6.24196	6.26908	5.57277	5.03708	9.50791
Stage_9	6.07402	5.18081	4.49578	7.25728	5.4874	8.37008	7.8017	8.1059	10.7534	7.62786	6.52206	9.11925	7.40847	7.05575	8.68212	7.53086	8.19597	8.52258	7.78263	6.44799	7.13426	7.42119	5.93913	6.41715	10.6666
Stage_9	5.84919	6.13536	4.38523	7.67179	5.57351	7.7862	7.83198	7.44793	10.491	7.6632	5.6771	8.62031	7.2901	6.3729	7.98325	6.85954	7.52753	8.08081	7.76742	6.20988	6.91592	7.32117	5.44094	5.52062	10.5959
Stage_9	5.06357	5.87699	4.06157	7.37494	4.72704	8.22595	7.47628	7.37549	10.9666	7.5689	5.30985	9.27043	7.2617	6.57878	8.68549	7.1312	8.08505	7.48046	7.23938	5.78469	7.27929	7.43884	5.18126	6.01936	10.4818
Stage_9	5.64682	6.27257	4.07459	7.22357	4.87524	8.00437	7.6967	7.41979	10.9259	7.89828	5.1753	9.26789	7.14887	6.05943	8.78724	7.26392	8.2348	7.65815	7.63448	6.05302	6.76765	7.32191	5.25438	6.3007	10.7664
Stage_9	5.75119	5.40331	3.92764	7.4384	5.26222	7.9203	8.36383	7.40346	11.2186	8.39884	5.46754	9.17192	7.50913	6.74032	9.3918	7.27781	8.82717	8.01805	7.9732	6.72381	6.91437	7.96459	5.88866	6.95386	10.7248
Stage_9	5.25174	5.9109	4.92364	6.96654	5.55256	7.57785	8.22887	7.92007	11.1031	7.91841	5.83728	9.61242	6.80515	6.59433	9.27679	7.47392	8.22058	7.42692	7.5586	6.50845	6.6461	7.67752	5.72553	6.38694	10.8381
Stage_9	4.85021	5.43752	4.2574	7.20236	5.04476	8.45801	7.67036	7.43547	11.2613	7.68804	5.63969	9.40474	7.59029	6.50255	9.69303	7.56417	8.82621	7.96606	7.71294	6.52498	7.23219	7.72782	4.89271	6.40672	10.8811
Stage_9	5.21382	5.88552	4.38207	7.18312	5.44437	8.19289	7.74082	7.69758	11.0903	7.29473	5.98487	9.47468	7.33627	6.00583	9.2774	7.4432	8.15133	7.44714	8.27602	6.18193	7.33939	7.69593	5.52731	6.56541	10.7629
Stage_9	5.22711	5.69356	4.13679	6.96695	4.81587	8.14597	4.83966	8.77527	10.4308	7.29177	5.12829	8.33765	7.36175	5.90891	9.15624	7.15967	8.10876	6.44971	7.6989	6.32653	6.17718	6.85694	5.93793	6.33382	10.0438
Stage_9	5.82246	5.28634	3.85659	7.41889	4.8318	7.71733	5.31346	8.7925	10.6357	7.49941	5.37201	8.57629	7.22164	6.37135	9.1613	7.30854	8.18377	6.75827	7.99367	5.96533	6.14866	6.66418	5.72552	5.90094	10.3967
Stage_9	5.91611	5.83624	4.15066	7.12328	5.17603	8.52226	8.50368	7.25058	11.5477	8.43312	5.73313	9.58635	7.48402	7.00691	9.77966	8.57608	9.33005	8.41469	7.8556	6.58777	7.33626	7.91155	5.28897	6.83225	10.6724
Stage_9	5.8388	5.31502	4.17178	7.40917	4.98796	8.34516	8.38171	7.66009	11.7267	9.07709	6.32621	9.6836	7.40143	7.37283	10.0779	9.08794	9.53482	9.11633	8.38175	6.49696	8.03474	7.86242	5.22101	6.01812	10.8575
Stage_9	4.99944	5.66753	3.99179	6.91329	5.52857	8.16576	7.79327	7.85373	11.0619	7.52983	6.0198	9.28447	6.64403	6.65268	9.19711	7.07989	8.13387	7.10992	7.60573	6.24555	6.70563	7.14049	5.357	6.5582	10.5961
Stage_9	6.20866	6.66535	4.40993	7.55459	5.31198	8.24743	8.23622	7.64737	11.2294	8.32412	5.74314	9.2231	7.40643	7.22533	9.1428	7.39669	8.37575	8.55376	7.91482	6.07355	7.30171	7.28016	5.19362	6.34706	10.8782
Stage_9	6.0368	6.41243	7.34472	8.42553	5.62913	6.17431	6.28082	7.48286	10.0847	9.67658	7.16833	7.94526	5.8488	6.12122	5.99062	5.23575	7.13431	7.63646	8.82939	6.08814	6.38678	6.89919	6.48692	6.78765	9.62583
Stage_9	6.20101	5.78353	7.87308	8.90521	5.47473	6.8281	5.83514	6.95452	9.51974	9.34684	6.70346	7.7206	6.48584	6.56757	5.96534	6.03412	7.56036	8.16278	9.1766	6.77299	6.19955	7.30639	5.85204	6.86196	9.83104
Stage_9	6.12605	6.65208	5.47182	9.1429	5.51281	6.0791	4.60929	6.81039	7.4576	9.63123	6.81073	8.2645	5.74131	8.78767	4.61908	4.9208	7.00031	6.14106	7.78368	5.97482	5.66923	6.51202	5.35918	5.83965	10.6402
Stage_9	5.85096	6.10575	7.55218	8.94401	5.37844	6.1287	5.78136	6.80872	10.1994	9.65562	6.24138	8.4191	5.83668	6.21278	5.95165	5.52135	7.53789	6.58928	8.14291	5.70498	6.57647	7.00633	5.54907	6.61401	9.50698
Stage_9	6.2804	6.67529	7.48633	9.04823	5.89238	6.54076	5.12706	7.97884	9.923	9.99289	5.78621	8.73682	6.1769	6.24401	5.72356	5.31337	7.53746	8.10098	8.58316	6.42516	6.43566	7.3633	5.93028	6.73091	9.85323
Stage_9	5.39337	5.54531	7.84854	8.37868	5.65479	6.86875	5.73141	6.62671	9.95422	9.81866	7.04607	8.64714	6.3716	5.73326	6.64261	5.68936	7.59968	6.89001	8.34646	5.83186	6.19931	6.46006	6.22909	6.31962	9.62887
Stage_9	6.24393	6.16957	7.25223	8.32807	5.29239	6.72344	5.78127	7.23703	9.56913	9.23474	7.29665	8.16	5.93006	5.83103	6.16077	5.29992	7.73776	7.01556	8.68516	6.16068	6.87303	6.83453	6.23353	6.39226	9.1331
Stage_9	5.87377	6.27897	7.24705	9.27136	5.21552	5.91191	5.97004	7.58756	10.2824	9.72313	6.20596	8.32642	6.06164	6.43508	6.0393	5.78978	7.40468	7.71765	8.46893	5.96978	6.41616	6.87237	6.19754	6.78775	10.1639
Stage_9	6.30611	6.29822	9.10629	9.0688	6.00533	6.45692	5.42336	6.05019	8.86522	10.0925	7.65014	7.55594	5.54663	6.79582	5.40622	5.12156	7.44305	7.20776	8.04812	5.98442	6.73487	7.23624	5.9985	6.57307	8.61293
Stage_9	6.34085	5.8807	8.2847	9.03203	4.91244	6.38453	5.46139	6.8145	10.1695	10.1798	6.10075	8.43	6.21356	6.48866	6.09299	5.46062	7.41225	7.80243	8.49862	6.05585	6.74487	6.81398	5.41621	6.52941	10.3334
Stage_9	5.58344	5.83121	7.83004	8.42478	5.17092	6.49485	5.69333	7.22122	10.1824	9.32366	6.57965	8.31594	6.0842	6.40659	6.08619	5.54462	7.36151	7.28962	8.86562	6.07419	6.53514	6.90507	6.37692	7.00934	10.291
Stage_9	5.89853	6.62316	6.9634	8.28583	5.68152	5.92027	6.08903	7.68637	10.066	9.24232	6.8318	8.07947	6.33671	6.27665	6.37579	5.77731	7.70495	6.91441	8.5813	6.26774	6.07497	6.99994	6.14742	6.6072	9.86517
Stage_9	5.65082	6.01987	7.52776	8.27783	5.78623	6.65616	5.838	7.44051	9.53592	9.30341	7.3955	7.67209	5.63888	6.33819	6.12705	5.94578	7.26088	6.74076	8.25435	6.40527	5.76091	6.59859	5.75581	5.85075	10.4374
Stage_9	6.91824	6.3208	8.93495	8.32861	5.65558	4.97725	5.23282	8.08779	9.0007	9.27542	6.8523	8.38741	5.89619	5.97299	5.99913	5.58482	7.33806	6.94535	8.27429	7.12239	6.12058	7.03116	6.80985	6.77144	8.68271
Stage_9	5.92502	5.95843	7.8135	7.87773	5.06441	5.5118	5.98875	7.33865	9.79351	9.18728	6.45064	8.24174	5.67033	6.07172	5.83107	5.42179	7.15784	6.40108	8.00145	5.5366	6.0593	7.02163	5.77472	5.75218	9.30992
Stage_9	6.07322	5.47577	7.65266	9.30174	4.64835	6.71436	5.91469	7.75329	10.4011	9.96841	6.34515	8.64789	5.98564	6.3781	6.64753	5.37136	7.8892	7.61278	8.35789	6.0339	6.92473	6.96297	5.76883	6.81345	10.5241
Stage_9	5.49467	10.5307	4.18439	7.71196	6.04586	7.20433	4.68376	8.61367	10.5317	9.95516	6.47206	8.03459	8.29733	9.80161	5.29167	7.58772	8.19221	9.7161	6.91529	6.408	8.63639	6.65483	4.58758	5.70816	10.4911
Stage_9	7.10415	10.2364	3.90398	6.95283	5.77982	7.09822	8.55538	7.46012	10.2534	10.245	7.90622	8.06084	7.4857	6.62164	8.14417	7.47012	7.87806	9.47941	7.9272	6.65493	9.34499	7.47521	5.04152	6.47375	10.9092
Stage_9	7.27327	10.6108	3.5578	7.3034	6.38158	6.78338	8.48166	7.29111	10.1273	10.2684	7.96149	8.12004	7.62103	6.18132	8.76019	6.62276	7.921	9.71037	7.80585	6.96477	8.85778	7.55087	5.32933	6.80608	10.4078
Stage_9	7.17436	10.5726	3.74589	7.0845	5.89209	7.20678	8.09365	7.55865	11.0923	10.2617	7.87433	8.04089	7.94783	6.26819	9.38057	8.18134	8.34283	10.2246	7.86527	7.05422	9.90197	7.26809	4.53363	6.35393	10.7564
Stage_9	7.56424	10.7831	3.76437	6.87185	6.22014	6.48248	6.76944	6.00356	9.45148	10.917	7.30546	7.7279	6.95994	6.01815	5.40635	7.93713	7.31852	9.7171	7.40473	6.81101	9.96721	7.78462	4.78361	5.87591	9.4754
Stage_9	7.44192	10.3934	3.48982	6.84681	5.40628	7.41376	7.69051	7.25674	10.964	9.78561	7.95324	7.69258	7.65694	5.84543	8.06256	7.81213	8.20749	9.58515	7.51069	7.09973	9.66776	7.31554	4.8207	6.15906	10.6713
Stage_9	7.25878	10.4662	3.50234	6.6114	5.62696	7.51613	8.35783	7.33931	10.7119	10.1937	8.04248	7.8038	7.42404	5.77181	8.82962	8.28987	8.15929	9.80026	7.85756	6.71027	9.50348	7.16126	4.50168	6.5882	10.6263
Stage_9	8.12935	10.7957	3.80964	7.55001	6.5927	7.08646	9.44835	7.80944	10.3102	10.8469	8.2717	8.06644	8.01625	6.67834	9.13084	7.83226	8.52091	9.86676	8.35418	7.47486	9.18507	8.25006	5.4931	6.94887	10.8234
Stage_9	7.06591	10.2444	3.6523	6.74707	6.1065	7.01955	8.71144	7.49165	10.3409	10.3235	8.19437	7.98941	7.75443	6.46221	8.71673	6.80773	8.11572	9.83327	7.48426	7.08556	9.64296	7.23728	5.17875	6.38456	10.4367
Stage_9	6.65255	10.1292	3.82122	6.74234	6.07453	7.02214	7.8933	6.76881	10.0515	9.68836	7.1764	7.08173	6.92389	5.71998	7.581	6.10426	7.66619	9.06184	7.35877	6.69109	9.34169	6.87604	4.83627	5.85197	9.9738
Stage_9	7.38337	10.4014	3.64338	6.94319	6.09165	7.68353	8.41481	7.64223	11.5163	9.9126	7.74056	8.40992	8.18025	6.31564	9.49065	8.39154	8.80366	10.0735	7.77543	7.26465	9.83703	7.73628	4.26553	6.96636	10.6142
Stage_10	4.88453	5.60082	5.24114	7.8856	6.06655	7.06608	7.55354	7.58327	10.4213	8.32202	6.26319	8.19505	6.16247	6.02735	7.63707	6.07791	7.34884	7.55401	8.0083	5.71158	6.43258	6.26599	6.13708	5.62689	10.8723
Stage_10	4.84517	5.98792	4.37739	7.66515	6.01138	6.8012	6.5738	7.09269	9.32997	8.21039	6.34394	8.16742	6.49132	6.31746	6.66311	5.1922	6.56527	6.0283	7.7358	5.66671	6.31724	6.50982	6.44661	5.73706	10.4073
Stage_10	4.83645	5.88125	4.12862	8.67802	5.97148	6.43978	4.76404	7.79699	8.31439	8.95874	5.87198	8.59179	5.43237	9.44856	4.49561	5.0658	6.61564	6.7257	7.037	5.15209	6.56594	6.10124	5.35282	5.17806	11.6366
Stage_10	5.05628	6.10114	5.67293	6.62497	5.64252	6.10718	6.32517	7.50351	9.66735	8.16142	6.18656	7.80261	6.50262	6.47299	6.46935	5.52195	7.19102	6.73477	8.16926	5.10731	6.30151	5.86394	6.06261	5.56922	10.3356
Stage_10	5.82481	5.41346	4.67057	8.23261	5.00205	7.6405	4.89094	7.6467	9.6818	8.00161	5.5452	7.72154	7.4768	6.46679	7.48698	5.03479	6.30613	7.07382	7.37794	5.65591	6.51365	5.96969	5.47544	4.98971	10.2183
Stage_10	5.12609	5.94192	4.61608	8.05087	5.7856	7.34734	7.30394	7.9702	10.4031	8.5179	6.2909	8.24785	6.50262	6.2384	7.80895	5.73568	7.39116	7.43261	8.44005	5.50045	6.85093	6.10214	6.40969	5.79959	10.6655
Stage_10	5.12768	5.96313	4.74135	7.54884	5.92759	6.74445	6.10927	7.39003	9.60625	8.42856	6.52884	7.96634	5.63929	6.14667	6.87453	5.59145	6.63755	6.09793	8.04012	5.63816	6.1282	6.17318	6.27034	5.20626	10.0296
Stage_10	5.17804	6.14376	4.81503	8.49188	6.13411	7.20177	7.55726	7.48215	10.2803	8.7875	5.88354	8.33122	6.78504	6.16151	7.71504	5.48635	7.32461	7.36663	8.17752	5.33583	6.57765	6.62795	6.03012	5.58281	10.7289
Stage_10	5.04532	6.14395	4.43952	7.65341	5.6219	6.79482	4.52741	5.69188	8.36813	8.89826	6.76566	7.39622	5.11256	6.78595	5.10075	4.97099	6.18514	6.38607	7.71946	5.65823	6.58076	6.14892	5.48897	4.7427	9.22535
Stage_10	6.664	6.23036	5.56685	9.39127	6.56292	7.15492	8.45542	7.27731	10.2232	9.55128	7.42442	8.4556	7.18367	6.58428	6.34951	5.74293	8.14394	8.48796	8.89781	5.92185	6.81618	6.95646	6.90772	6.1232	10.3167
Stage_10	5.30695	5.32236	4.72923	8.17181	5.73347	6.82132	6.82596	7.51161	10.4776	8.67925	6.17437	7.88448	6.47476	5.86627	8.03923	6.24718	7.35591	7.73281	8.22676	5.04771	6.40037	6.57844	5.67786	5.45006	10.8883
Stage_10	5.36348	6.40775	4.85766	7.5538	6.26369	6.58623	6.29736	7.72301	9.79413	8.19681	5.98685	8.64026	6.31014	6.52983	6.4628	5.02588	7.42033	6.39154	7.75656	5.91084	6.62882	6.11562	6.54416	5.95597	9.9207
Stage_10	5.5134	6.31666	4.67701	8.25205	6.45406	6.82654	5.22973	7.93834	9.62187	8.55954	6.46062	8.47932	6.26954	6.53322	7.77621	6.63065	7.16636	7.14594	7.79922	5.73958	6.54856	6.26013	6.42022	5.75466	10.2348
Stage_10	4.89178	5.77842	5.05854	5.72138	6.14281	6.89557	7.17375	7.20077	10.7487	8.59861	6.86166	8.4	6.30791	6.84725	7.46692	6.13809	7.40263	6.65287	8.1173	6.32842	6.31115	6.68307	5.59947	5.75013	10.7621
Stage_10	5.10435	5.68616	5.18622	8.3622	6.12087	6.91583	6.55034	7.58875	10.2792	8.59432	5.94619	8.56808	6.20767	5.73947	7.17007	6.01156	7.44666	6.74154	7.71793	5.27117	6.58881	6.47466	5.94914	5.51967	10.6687
Stage_10	5.69413	5.24294	5.38789	8.4026	4.93529	6.07779	5.73321	6.4612	9.41401	9.39316	7.34991	8.56088	5.2979	6.14068	5.80302	4.7767	7.02568	7.18955	7.83117	5.88178	6.25948	6.741	4.81504	6.93213	9.61448
Stage_10	5.99973	6.02359	4.81819	8.8332	5.27675	7.04104	5.25853	7.09308	9.42742	9.52858	7.3875	8.83336	5.21278	5.65882	5.74777	4.45694	7.26825	7.53395	6.702	5.34411	6.56944	6.73818	4.4549	7.45787	10.0294
Stage_10	5.84726	5.80103	5.33729	9.63807	6.44653	6.69657	5.17713	6.97098	7.86855	9.34596	7.42244	7.89695	5.8223	5.98519	5.30442	4.94898	7.02989	7.94096	8.53461	6.09236	6.05906	6.71851	5.704	7.39246	9.3901
Stage_10	5.01708	6.04686	4.59251	8.60443	4.48156	6.41997	3.92792	7.4466	6.70923	9.37236	5.88631	7.4016	4.63007	8.32673	4.73961	4.81809	6.27848	6.09742	7.41802	5.48654	6.36629	5.68869	4.51805	5.2439	11.0264
Stage_10	4.79764	5.80481	4.38829	8.75788	4.70101	6.63835	4.36033	6.97552	6.11649	9.694	6.22656	7.08341	4.81451	8.08648	4.93329	4.54059	5.97812	5.91298	7.30795	5.62348	6.41161	5.67396	4.87599	5.4241	10.884
Stage_10	6.05659	5.5626	6.23873	8.64751	4.85451	6.79474	4.95538	7.09893	9.54171	8.83569	6.93024	8.8532	5.76219	5.47935	6.01071	4.92258	6.89134	6.62412	6.90802	5.59136	6.0397	6.28727	5.04289	6.50121	10.1083
Stage_10	5.58462	6.10681	6.07404	8.2653	5.30195	6.40212	4.76646	6.76912	8.57639	9.12239	7.09323	8.27791	5.63004	5.54191	5.38116	4.77452	6.92281	7.4164	7.92315	5.53092	5.796	6.76604	5.53924	7.62553	9.92979
Stage_10	5.72123	5.81461	5.52894	9.39868	5.41021	7.18604	4.55308	6.47753	8.65301	9.36173	7.66927	8.42315	6.23013	6.27071	5.7473	4.34575	6.6352	7.7347	7.21537	5.60884	6.72498	6.73844	5.39816	7.0836	9.09983
Stage_10	6.03941	5.20287	5.81092	8.20123	5.33029	5.9532	5.23028	7.25122	9.38611	8.77696	6.28998	8.04327	5.97481	5.54192	6.15903	4.76189	7.05139	7.28182	8.40997	5.74638	5.7522	6.44754	5.86237	6.5408	9.52284
Stage_10	5.9327	5.63617	5.0713	8.94568	5.19898	6.89391	4.8751	6.75274	9.00601	8.89022	7.19661	8.76332	5.19065	5.14663	5.49062	4.26808	7.10829	7.10614	6.84691	5.32601	6.16981	6.8175	4.79679	7.08253	9.47154
Stage_10	5.96453	5.60748	5.66396	8.86499	5.45685	6.52431	4.86194	6.59253	9.34923	9.53156	7.20415	8.79958	5.62594	5.83266	5.37138	4.67382	7.16841	7.32489	8.19396	6.20844	6.59659	6.6874	5.45496	7.44096	9.35143
Stage_10	5.79545	6.01075	5.6548	8.57893	5.54781	5.9246	4.98542	7.14277	8.89289	9.10177	6.98232	9.00524	5.58327	5.78048	5.85441	4.95406	6.85747	6.68323	7.42331	6.18452	6.41652	6.81287	5.38168	7.85999	9.66607
Stage_10	5.61389	4.69254	5.55796	8.44537	5.3319	6.6407	5.75385	7.16482	9.26068	9.04727	7.25329	9.06496	5.69608	5.58471	5.58963	4.70564	6.45925	6.47016	7.87167	5.62216	5.99291	6.68467	5.61176	7.13081	9.51506
Stage_10	5.74294	5.15168	5.29002	9.04436	4.99495	6.41233	4.86527	6.44301	9.21835	8.78337	7.19371	8.8845	5.79603	6.16896	5.46369	4.51475	6.87065	7.6056	7.19649	5.56028	5.9758	7.09634	4.79402	7.20005	10.1147
Stage_10	6.36482	5.86616	6.45828	9.79051	5.36977	6.68968	4.90075	6.1985	8.12406	10.7424	6.91794	8.8383	5.22273	6.27262	5.10351	4.51069	7.30854	8.87144	7.44551	5.733	6.25955	6.80451	5.96269	7.63776	8.44793
Stage_10	6.05677	5.34056	5.09859	8.14127	5.32075	6.21159	4.71697	7.07741	9.00248	9.35311	7.05659	9.0128	5.51976	5.91079	5.19293	5.0021	6.72898	7.4149	7.20873	5.77855	5.88887	6.92802	5.08675	7.1022	10.0665
Stage_10	6.09234	6.29061	5.24122	8.97527	5.61649	7.20252	4.81242	6.70364	8.8298	9.28216	6.7035	8.76068	5.70521	5.71847	5.243	5.03578	7.24984	7.69488	6.80448	5.26635	6.09335	6.73803	5.18488	7.6222	9.75344
Stage_10	6.24476	4.82592	6.15869	9.28587	4.69181	6.4295	5.20475	6.98138	9.3123	9.37978	6.13482	9.13434	5.49942	5.28117	5.98675	4.60769	7.17461	6.49397	6.8918	5.15711	6.08351	6.92977	5.31083	6.78422	9.15824
Stage_10	5.91245	5.85526	5.98423	9.33659	4.75337	6.27112	4.98355	7.03724	9.11492	9.56512	6.68039	8.79199	5.60395	5.94038	5.35931	4.85988	7.02474	7.41406	7.40056	5.96409	6.24854	7.18239	5.28314	6.99255	9.45897
Stage_10	6.0188	5.38051	6.11735	9.47162	5.9713	6.38988	5.46307	6.89086	9.62878	9.35009	6.86089	8.94608	5.43547	5.8481	5.41345	4.57808	6.71824	7.25021	7.32886	5.75823	5.93765	7.09077	5.53077	6.52376	10.1402
Stage_10	5.71183	5.74332	5.35392	8.87859	4.74157	7.14544	5.04723	6.68213	9.47684	9.25287	6.83975	8.66793	5.51575	5.58656	6.12313	4.59944	7.0697	7.75985	7.88591	5.31724	6.69492	6.61509	4.93134	7.3781	10.2759
Stage_10	6.01834	5.31997	5.1904	9.05622	5.14862	5.91886	4.94983	7.19596	9.54316	9.27116	6.91234	9.46753	5.76905	5.54394	6.12828	4.39622	7.23805	7.12074	7.08661	5.53535	6.87743	6.63802	4.73806	6.814	10.3341
Stage_10	5.87913	5.82604	5.35485	8.90663	5.2449	6.82251	4.53226	7.03522	9.36527	9.48257	6.84745	9.17471	5.21926	5.59041	5.8463	4.64687	6.75378	7.20375	7.23952	5.81698	6.79903	6.68811	5.15471	7.1312	10.1283
Stage_10	5.64688	5.73869	5.55886	8.81915	5.29134	7.03489	5.86881	6.51263	9.68817	9.93566	6.59642	8.3789	5.60449	6.20988	5.89864	4.39069	6.90201	7.51799	7.27657	5.42685	6.2473	6.60802	5.28009	7.08481	10.3024
Stage_10	5.58061	5.63206	4.96862	8.59727	5.22569	6.90327	5.66634	6.4131	9.30402	9.56983	6.45717	8.78815	5.40615	5.75712	5.82663	4.53007	6.52494	7.54665	7.42007	5.43476	6.26012	6.3505	5.06133	7.22668	10.0816
Stage_10	5.56694	5.16359	5.76764	9.31164	4.95202	6.70155	4.93473	6.62507	9.28028	9.71443	6.27026	8.57668	5.75535	5.83136	5.00977	4.85239	6.69563	7.55741	6.11303	5.45326	5.9027	6.7973	4.80378	6.76147	9.32509
Stage_10	5.86583	5.62966	5.72035	8.94349	5.52369	6.40397	5.10335	7.02336	8.85667	9.67478	6.94082	8.73629	5.72837	6.29478	5.51168	4.65486	7.09567	7.91001	7.66008	5.6047	6.13676	7.03196	5.17697	7.28616	9.81308
Stage_10	5.54947	5.39202	5.66613	7.91846	5.85152	6.5057	5.88494	7.68299	10.5369	9.7138	6.26809	9.35917	6.71309	6.12694	6.77839	5.49441	7.78174	8.17121	8.63775	6.0329	6.12655	7.31055	6.57365	6.03635	9.67254
Stage_10	6.21634	5.45625	6.13022	8.75851	5.71465	6.58484	5.34268	7.40193	9.93004	9.20111	6.45218	8.25571	6.61459	6.11026	6.37389	5.52776	7.02222	8.47805	9.20348	6.2271	6.08776	7.36291	6.2771	5.67615	9.07895
Stage_10	5.20084	5.569	4.28359	7.81981	4.89786	7.01572	5.0182	7.74798	8.21247	9.65278	6.45495	8.35429	6.12988	8.7603	4.5308	5.09587	6.44622	7.63044	8.03085	5.63264	6.43475	6.01793	4.7694	5.00084	10.859
