Stages	CYR61	HSPA6	RGS1	BTG2	ATF3	ETV3	PTGS2	EGR4	EGR1	DUSP1	CDKN1A	TRIB1	NR4A3	DUSP5	EGR2	NPAS4	NR4A1	FOS	JUNB	FOSB	PPP1R15A	SIK1	GPR183	NEDD9	SPRY2
Stage_3	4.89154	5.87784	5.06501	6.9264	4.22801	7.72641	4.08905	5.90021	6.30889	8.28347	5.07343	9.93407	8.38118	5.45491	4.68748	4.67784	5.30859	5.21639	6.73704	5.53792	7.85595	8.96443	5.14684	8.84598	8.06062
Stage_3	4.80918	6.47355	4.82328	6.66033	4.51841	7.30691	4.44729	5.6436	6.06257	7.88073	4.93631	9.73883	8.59641	5.42465	4.8369	4.4702	5.45986	5.06587	7.15374	5.28329	7.88473	8.83002	5.39858	8.64533	8.50093
Stage_3	4.43777	5.801	5.15769	7.0294	4.09124	7.49003	4.12658	6.2768	5.37219	8.27331	5.33659	9.15903	8.25128	4.96211	4.88013	4.74336	5.36085	4.84148	6.81395	5.68674	7.8999	9.08563	5.18661	9.43149	8.86306
Stage_3	4.6564	6.23099	4.8957	6.6446	4.5409	7.43856	4.28077	5.90701	6.25417	7.82719	5.39262	9.06518	8.59127	5.08311	4.97939	4.56253	5.17081	4.9527	6.54313	5.4919	7.99857	8.82141	5.37587	9.34436	9.29755
Stage_3	4.70999	5.80163	4.17967	7.03079	4.89313	7.51515	4.82974	6.51679	6.44946	7.90394	4.88383	9.34521	8.24226	5.85322	5.10007	4.71569	5.25128	5.06149	7.15004	5.33469	7.90631	8.38236	5.33154	8.21099	7.32566
Stage_3	4.44313	6.02022	4.23471	6.66258	4.66911	7.39523	4.93059	5.3214	6.16437	7.9151	5.1793	9.3173	8.63979	5.68982	5.18001	4.65871	5.47408	4.99277	6.91908	5.59531	8.22385	8.57146	5.29442	8.09165	7.73013
Stage_3	5.31066	5.85369	4.32771	6.50777	4.99516	7.07359	4.19717	5.80653	5.38368	7.92235	5.46332	7.39023	5.54909	4.47874	4.9189	4.35896	5.2478	4.45937	6.49482	5.39901	8.31573	6.44207	5.03063	6.90242	7.38416
Stage_3	5.33184	6.25664	3.77328	5.9991	4.12514	6.80555	3.92331	5.3752	5.45202	8.16954	5.13815	7.80948	5.49639	4.62543	4.64699	4.67315	5.1455	4.71354	6.25659	5.56632	8.49646	6.37652	4.05945	7.14566	8.19724
Stage_3	4.9612	6.08475	4.62627	6.62644	5.45753	7.47778	6.31847	5.88934	7.46647	8.07681	5.69516	9.37845	8.49012	5.79254	5.16673	4.43374	5.91275	5.84684	7.45765	5.81585	7.15343	7.06524	5.85406	7.29025	9.36592
Stage_3	4.61452	6.84038	4.57745	7.07263	4.67207	7.42398	6.8657	6.37596	5.42062	8.89365	5.71558	8.92074	8.60683	6.53824	4.8975	4.57137	5.16021	4.99792	7.29994	5.40455	6.92889	7.33891	5.79209	7.18901	9.12097
Stage_3	5.19361	6.09716	4.59305	6.6685	4.1056	7.66638	5.52928	6.05649	6.05327	9.17988	4.89823	9.09933	7.6912	5.75044	4.76275	4.44804	5.52232	5.31069	6.55112	5.34618	7.68015	8.03381	5.21966	7.44092	8.75296
Stage_3	5.02156	6.24896	4.83357	6.48897	4.3637	7.60385	5.97122	6.00541	5.87828	8.73359	5.08632	8.99474	7.75161	6.07295	4.63642	4.57013	5.24235	4.85594	6.94739	5.54099	7.55276	7.75089	5.50901	7.27971	8.81059
Stage_3	4.80147	6.15344	4.413	6.95427	4.47899	7.17154	4.54405	6.35547	5.8234	8.33854	5.50465	9.36034	8.4462	6.02261	4.89435	4.70293	5.29164	5.0461	6.914	5.26746	7.5619	8.43814	5.42522	8.34574	7.88128
Stage_3	4.76338	6.0303	4.63692	6.51853	3.92181	7.19357	4.42638	5.44852	5.36188	8.38654	5.17239	9.41035	8.09112	5.74605	4.82143	4.3805	5.54496	5.06061	7.07793	5.58675	7.94003	8.50688	5.10546	8.36453	7.65347
Stage_3	4.58651	5.91808	4.97562	6.67107	4.19618	7.40686	4.14333	5.86828	6.3057	8.00981	5.15288	9.57788	8.49029	5.12998	4.97172	4.69859	5.4645	5.35914	7.19567	5.56754	7.9101	9.15446	5.46815	9.8203	8.98314
Stage_3	4.81082	6.18501	4.74971	7.01595	5.50808	6.55339	4.78381	7.18801	6.15759	8.19867	5.09943	7.62901	6.34913	5.81024	4.87433	6.58635	5.34723	5.03045	7.54704	5.87869	7.79122	6.62568	5.69433	8.72296	8.20189
Stage_3	5.10801	6.01922	3.94023	6.32048	4.29025	7.30928	4.22455	6.07725	5.56297	8.34305	5.53674	7.40779	5.78097	6.06998	4.97024	5.95757	5.36826	5.79211	6.44563	5.60243	7.51746	5.77949	4.82931	8.46535	8.90691
Stage_3	5.12624	5.70564	5.60931	6.89813	4.49631	8.18261	4.23475	5.69899	6.23904	8.51365	5.33644	9.35028	8.59586	6.32164	4.58605	4.25381	5.3515	5.20271	7.13768	5.43532	7.76819	7.84177	5.73269	7.55824	7.75788
Stage_3	4.98827	6.06041	5.46868	6.28401	4.4404	7.8694	4.20604	6.11532	6.19709	7.35159	5.3603	9.80069	8.3574	5.64293	5.03176	4.35759	5.6053	5.14829	6.98899	5.62211	7.91088	8.05367	5.72183	8.04587	7.83752
Stage_3	4.93682	6.11604	3.98654	7.24516	4.30359	7.18705	5.88949	6.30816	6.10959	8.63388	5.14696	9.37031	7.54808	5.91322	5.00404	4.6318	5.18115	5.28373	7.03094	5.67703	7.79607	8.43654	5.69556	8.38124	8.47415
Stage_3	4.58811	6.08341	4.20022	6.684	4.17658	7.3377	5.49374	6.03311	5.66202	8.63876	5.12775	9.19848	7.74349	6.18841	4.70648	4.7085	5.63353	4.73426	6.94373	5.54416	7.72054	7.96496	5.34121	7.87954	8.55086
Stage_3	5.65018	5.78932	4.49527	6.98815	4.07166	7.20516	4.18265	5.81724	8.41592	8.55557	5.88473	8.59145	8.09626	4.57335	4.79006	4.44129	5.19757	6.82584	6.61412	5.62635	7.66507	8.32617	4.84957	8.72395	9.02092
Stage_3	5.00519	5.93511	4.61764	7.03617	4.44033	7.00535	4.3921	6.00086	7.90155	8.39365	4.97814	8.9848	7.86144	5.16567	5.12668	4.80927	5.41502	5.82991	6.66667	5.96174	7.54646	8.57356	5.2741	9.05735	9.07269
Stage_3	4.88938	6.01532	4.84994	7.5391	5.21181	6.8287	4.10383	6.36546	6.02319	8.11273	5.34156	7.34206	6.30916	5.02789	5.09408	4.96449	5.18315	5.3557	7.96489	5.77321	7.69675	6.63076	4.77813	7.18056	9.50064
Stage_3	5.64281	5.74121	3.99688	7.7633	4.24395	6.9851	3.67092	5.43309	6.25702	8.20789	5.34232	7.5036	5.47863	5.16286	4.83527	4.29224	5.19109	5.43114	6.48371	5.42715	7.47342	6.128	4.77362	7.18417	9.69164
Stage_3	5.53824	5.71789	4.18443	7.05122	4.58928	7.54651	6.54294	5.97124	8.32322	9.39447	5.41841	9.09852	8.05692	5.496	4.81502	4.71042	5.03723	6.77404	6.75583	5.74236	7.6995	7.80064	4.80522	8.19873	8.48962
Stage_3	5.48482	5.92851	4.2553	7.13283	4.74407	7.09269	6.65476	5.39055	8.18338	8.96268	5.28014	9.05901	7.92152	5.57351	5.06852	4.56152	5.56788	6.76322	6.85091	5.83703	7.1919	7.81651	4.75659	8.15349	8.63859
Stage_3	5.6455	5.59437	4.67198	7.63323	3.92439	7.50611	3.86333	6.13403	7.20963	8.89624	6.60612	7.54542	8.97357	6.49628	4.54157	4.35378	5.11361	5.60865	6.5543	5.60775	7.32863	6.15224	5.23076	7.7205	9.24979
Stage_3	5.6128	5.91646	4.78979	7.50651	4.0374	7.35572	3.73802	6.35216	7.58151	8.20118	6.59716	7.62726	8.96245	6.09814	4.96905	4.52363	5.15463	5.81297	7.20615	5.68261	6.88826	5.80612	4.94797	7.55739	9.455
Stage_3	5.09285	5.49753	5.24153	6.75641	5.66814	6.42798	4.73536	6.30147	7.78775	7.63737	5.22293	9.42972	7.46664	5.80014	5.63858	4.99629	5.60355	5.76658	8.21543	6.2121	7.34197	8.20466	6.39654	8.50666	8.15087
Stage_3	4.96957	5.76342	4.20659	7.1732	5.27939	7.009	4.14716	6.87543	7.34986	8.03478	5.11884	9.13067	8.52747	5.29981	5.18275	5.02669	5.84845	6.00002	7.38638	5.95587	7.4121	8.84374	5.3815	8.61716	7.81548
Stage_3	7.82652	5.73645	4.67484	7.52477	4.56791	7.18283	4.3336	5.76753	8.60677	9.82786	5.00541	7.4959	8.64737	6.60486	5.68633	4.91976	5.98209	7.90451	7.19626	6.12827	6.93077	7.24936	5.1309	7.53393	10.1476
Stage_3	8.43566	5.94721	4.26069	7.38779	4.50306	7.76846	3.86181	5.27043	9.73394	9.56806	5.27027	8.02737	9.01141	6.55585	6.94457	4.41854	5.54905	8.91416	7.1264	6.78797	7.4881	8.05397	5.28	8.61393	9.39469
Stage_3	5.02862	5.85299	4.21245	6.69866	4.14791	7.14012	5.37264	5.53466	8.08141	8.80749	5.4451	9.11707	8.30901	5.65368	4.62313	4.40834	5.32835	5.86118	6.79614	5.41584	7.69713	8.22988	4.51715	8.65322	8.23489
Stage_3	4.82966	5.63523	4.31409	7.13782	4.26932	7.29307	6.0337	5.98064	8.09899	8.54123	4.78987	9.32106	8.20261	5.51501	5.22165	4.86268	5.45222	6.14715	7.00832	5.80246	7.57353	8.20814	5.02952	8.56914	8.2694
Stage_3	5.14735	5.73024	4.2349	6.39381	4.38999	6.73276	4.13094	5.77519	7.23131	8.35108	5.50273	7.50672	5.00726	4.75304	4.89479	4.6948	5.56662	6.04016	6.857	5.68802	7.76195	6.36863	4.90892	6.93298	9.08312
Stage_3	4.77016	6.45756	4.7997	6.49139	4.83314	6.15907	4.15487	5.17606	6.56838	8.5444	6.02355	7.85173	4.94664	4.79326	5.25718	4.91478	5.25758	5.88537	7.45581	5.76584	6.91257	6.14093	5.07173	6.36432	9.38211
Stage_3	4.71862	5.7693	4.19821	7.11712	3.93223	7.24283	7.06359	6.22374	7.95152	8.99732	5.71142	8.9721	9.02963	5.20996	5.17664	4.8365	5.21576	5.82279	6.91072	5.63097	7.6403	7.67982	4.60516	7.19496	9.42
Stage_3	4.42737	5.81711	4.55845	6.93641	4.70721	7.39843	7.07797	5.78369	7.14822	8.70741	5.19159	8.75765	8.94988	5.51592	5.16137	4.5336	5.33037	5.58467	7.10288	5.52731	7.50918	7.60205	4.60394	7.39419	9.63642
Stage_3	5.78794	5.74707	4.75484	7.55896	4.54583	7.10406	6.15512	6.12671	8.86051	9.16833	5.44833	8.92457	7.87931	5.71298	5.29128	4.47533	5.36755	7.97789	7.37216	6.51705	7.64455	7.63785	5.22814	8.36705	8.70497
Stage_3	4.70839	5.57434	4.35563	7.1274	4.36378	7.30915	6.60956	6.14291	8.2038	9.10658	5.32133	8.96498	7.58986	5.97428	4.92714	4.62539	5.30943	6.58786	7.09137	6.00327	7.78727	7.68278	5.10793	8.56269	8.95916
Stage_3	5.22282	5.32005	4.03655	6.63301	4.09517	7.46717	4.5013	5.63274	8.14517	8.7018	5.41108	8.88617	8.70474	5.40599	4.67619	4.91213	5.22244	6.33056	6.66924	5.41321	7.93144	8.23022	5.07522	9.09102	8.02899
Stage_3	4.66839	5.98048	4.13546	6.71558	4.18826	7.4685	5.32597	5.61884	7.33155	8.40701	5.63922	9.12713	8.58359	5.47002	4.85523	4.7227	5.1953	6.02018	6.72002	5.50736	7.95154	8.21304	4.59857	8.97521	7.82237
Stage_3	5.00379	5.60194	4.93772	6.98075	4.20745	7.43388	3.98825	5.61873	8.10413	8.62057	5.06945	9.28185	8.69919	5.17758	4.80684	4.46772	5.24391	6.16562	6.78226	5.59553	7.95256	8.74965	5.08962	9.0576	8.82868
Stage_3	4.99012	5.62745	4.65938	6.57886	4.54078	7.55185	3.78325	5.71731	8.06079	7.75638	5.38182	9.26258	8.21311	4.57436	4.73561	4.47325	5.40145	6.17507	7.03423	5.66309	7.69062	8.62164	4.6014	9.33469	8.22723
Stage_3	4.49374	5.7299	3.74886	6.36088	3.78859	7.27986	3.81731	5.45806	6.68496	8.1712	4.80527	7.00566	5.9334	5.8748	4.99068	6.31651	5.33738	5.72717	6.65972	5.39591	8.25833	6.14804	4.31467	7.7532	8.62956
Stage_3	4.46283	5.55064	3.95428	6.43269	4.28776	6.97513	4.04682	6.01833	7.19682	8.13241	5.5848	7.16521	5.96855	6.01741	4.85061	6.50569	4.91785	5.67739	6.82027	5.55817	7.77442	6.14928	4.18286	7.98547	8.75409
Stage_3	4.67817	5.70812	5.42545	6.18845	5.27555	6.90696	5.04015	6.72264	7.79695	7.62073	5.85297	8.82353	9.0382	6.73248	5.24955	5.088	5.9721	5.58702	8.40642	5.96058	7.60562	8.23849	5.78307	7.42142	7.69151
Stage_3	4.75401	5.97707	4.95266	6.72493	4.18017	8.37884	4.26436	5.76588	7.84698	8.22671	5.61634	9.18738	9.02242	6.79404	4.9727	4.41507	5.2212	5.85988	6.64409	5.60104	7.50327	8.09811	4.77554	8.20257	7.13214
Stage_3	4.81724	5.96087	4.41887	6.68079	4.01879	6.88039	4.484	5.49186	7.87645	8.7126	5.66334	8.9646	7.05688	5.41533	4.7005	4.38631	5.12372	6.03207	7.30157	5.73112	7.37008	7.8801	5.17726	9.26846	9.27103
Stage_3	4.92847	5.62013	4.53188	6.85191	4.17185	7.29249	6.12331	5.80687	7.8459	8.93292	5.50594	9.10995	7.41997	5.45383	4.76562	4.66857	4.92747	6.11477	6.66549	5.77884	7.76149	7.80301	5.0662	8.65603	8.40233
Stage_4	6.66218	6.09894	4.82481	6.83036	5.21641	6.74257	4.6701	5.95668	5.34342	8.43806	5.78758	8.47214	7.6445	5.49314	5.1747	4.48127	5.40565	5.05183	6.9996	5.98701	7.91993	7.9762	5.56003	9.26774	9.01166
Stage_4	6.7417	5.74076	5.53034	6.55407	4.50845	7.1122	5.21024	6.46288	5.40298	9.08856	5.58249	8.05452	7.35593	4.82637	4.92066	4.7155	5.34143	5.08005	7.22299	5.91051	8.1482	8.06585	5.86866	8.53648	9.29531
Stage_4	6.89469	6.35652	5.03774	6.69696	4.35193	6.25652	3.99938	6.17397	5.77894	8.49759	5.79214	7.45276	6.33339	5.67	4.87809	4.90131	5.51693	5.60057	6.87515	5.42909	7.36074	6.66313	5.23915	7.30818	10.0591
Stage_4	8.2313	5.93169	4.46313	7.46164	4.3335	6.8356	3.92632	5.35685	6.21999	8.82933	5.68188	7.12779	6.02155	4.80071	4.67462	4.27992	5.17174	6.33529	6.42689	5.38836	8.57713	6.8182	5.06742	7.55927	10.1576
Stage_4	6.63524	5.88776	4.60998	6.8557	4.67854	6.68359	4.04126	5.35866	6.49889	8.58524	5.29002	9.04527	5.4233	5.24183	4.70505	4.60081	5.27108	5.35918	6.40497	5.35412	8.8225	6.95007	4.92761	6.03927	9.93792
Stage_4	7.01354	5.52724	4.78318	6.89173	5.87265	7.52126	4.34598	5.34245	7.46773	8.34684	5.64965	9.37729	5.0337	5.25743	4.72221	4.26816	5.53822	5.47756	6.82582	5.46304	8.52979	7.00742	5.6423	6.72706	10.2482
Stage_4	7.14488	6.12761	5.75504	6.68197	4.57628	6.90157	5.93834	6.0579	6.0172	9.05775	5.2072	8.47404	7.40228	5.86056	4.67844	4.79625	5.58484	5.70859	7.03157	5.82314	7.98017	7.42893	5.50869	8.08829	7.61612
Stage_4	6.38628	5.94177	5.85625	6.75387	4.43822	7.11511	5.98362	5.84955	5.6524	8.79171	5.09119	8.70074	7.77121	5.71621	5.03379	4.871	5.60539	5.60766	6.32409	6.04815	7.95177	7.6525	6.00085	8.09259	7.17911
Stage_4	7.20765	6.51278	4.86424	7.40175	4.93716	6.33557	4.49318	5.75915	6.16056	8.11771	6.63153	7.9598	7.96727	5.75515	5.08488	4.41765	6.0102	5.96855	6.79612	6.08277	7.8709	7.45959	6.38278	8.96628	8.94991
Stage_4	8.3075	6.23049	5.54727	7.08063	4.5317	7.52835	3.95561	6.26112	7.26264	9.23591	6.44499	7.51936	8.85183	6.07683	4.7795	4.15183	5.3331	6.07973	7.10634	5.34635	7.89154	7.23484	5.50884	8.69673	9.23233
Stage_4	6.7641	6.48015	6.29204	6.85391	5.33276	6.76123	4.46111	6.19618	6.31935	8.22358	5.65284	8.86739	7.62313	5.16714	5.19399	4.58577	5.76169	5.31519	7.13705	5.88894	7.72043	7.88181	5.33102	8.9707	7.71496
Stage_4	6.59988	6.25716	6.07171	6.40233	4.45953	7.08317	4.65904	5.71533	5.94749	8.48393	5.31901	8.91243	7.98728	5.15307	5.03619	4.91178	5.56341	5.37155	7.04022	5.95599	8.26795	7.67487	5.43114	8.65824	7.11697
Stage_4	6.29954	6.74839	5.83603	6.69386	4.61586	6.75366	4.80556	6.72474	5.522	8.94677	5.76681	8.52355	8.20337	5.52201	5.00948	4.95775	5.31343	5.25698	7.61523	5.72456	7.65602	8.22865	5.54081	9.21648	8.44186
Stage_4	6.81856	5.94978	6.76275	7.072	4.8386	6.30838	4.3006	6.6945	5.66452	8.89626	5.7195	8.31395	8.02441	4.93727	4.87957	4.32369	4.75934	5.31071	7.05921	5.84022	8.0157	8.39499	6.27167	8.7035	8.71005
Stage_4	6.98409	5.86403	5.75792	7.20654	4.76257	6.9011	5.9993	5.62348	5.60296	9.22268	5.86563	9.06492	7.52592	5.64343	4.73734	4.12499	5.21619	5.66739	6.12549	5.49654	8.29324	7.98798	6.01873	8.40883	7.51224
Stage_4	7.0223	6.34983	5.71128	6.66531	4.46887	7.19919	5.69475	5.73623	6.01282	8.77358	5.54595	8.64417	7.85257	5.78761	4.85832	4.5614	5.37693	5.21301	6.75204	5.47191	8.30458	7.73046	5.5732	7.93482	7.07772
Stage_4	7.25097	6.28681	6.0509	7.06336	4.82174	7.0338	7.14429	5.93825	6.84515	9.53066	5.4971	7.95274	7.92492	5.73744	4.98442	4.63322	5.68186	6.07305	7.14087	5.67131	7.6228	7.14861	5.78702	7.75349	7.9992
Stage_4	7.61412	6.03741	6.00793	7.63443	4.44831	7.12532	6.61603	6.08533	6.698	9.58861	4.78174	7.87173	7.67291	5.26608	4.80156	4.60139	5.29762	6.28231	6.83531	5.77197	7.59203	7.4829	5.93304	7.80639	9.40342
Stage_4	6.48411	5.96352	6.09851	7.08801	4.28852	6.55437	6.50866	5.69098	5.42979	8.97884	5.16849	8.17524	7.30514	5.88169	4.97114	5.22208	5.52491	5.88745	6.96045	5.85576	7.84837	7.27098	6.1399	7.36902	7.65732
Stage_4	6.9908	6.54918	5.95986	7.32175	4.80952	6.8943	5.7941	5.87372	5.75095	9.68916	5.21502	7.93673	6.83098	5.59559	4.73248	4.73877	5.56694	6.04832	7.37791	5.83395	7.05537	7.35673	5.61549	7.66295	8.96961
Stage_4	7.30182	6.16637	5.96998	7.11481	4.31996	6.35981	5.51185	5.94642	5.96016	9.2469	5.42365	9.11222	7.09037	5.43286	4.82069	4.71891	5.33716	5.04698	6.80307	5.48304	8.03259	7.83354	5.85641	8.28222	7.87833
Stage_4	6.66431	6.0644	5.6833	6.85786	4.75916	7.00347	5.76219	6.4344	6.149	8.80937	5.49135	8.99359	7.63621	5.53213	4.83362	4.68147	5.30896	5.29002	6.78235	5.64934	8.37352	7.6354	5.5527	8.66302	7.31807
Stage_4	6.08749	6.3417	6.20875	6.71272	5.27037	6.46183	4.59596	6.28295	5.50712	8.8103	5.29696	8.86331	7.11081	5.06782	5.48921	4.63745	5.63476	5.16537	7.09891	5.93572	7.56522	8.20481	6.10602	9.24691	8.378
Stage_4	6.57353	5.74559	6.10512	7.28943	3.94723	6.95185	4.03107	5.60701	5.26446	8.52204	5.1291	8.96613	7.68608	4.93695	5.03944	4.46831	5.44956	5.44038	6.89102	5.56934	8.55359	8.06026	5.8487	8.82313	7.99957
Stage_4	6.67673	6.31233	4.39587	6.63485	4.58996	6.25219	4.40733	6.02517	5.70058	8.22716	5.54251	7.24691	5.14755	5.70497	4.68526	5.35861	5.77778	5.29252	6.39154	5.60388	7.71415	6.42687	5.58261	8.16826	8.03248
Stage_4	7.10262	6.05663	4.952	6.49232	4.43595	6.80798	3.96023	5.91573	5.31442	9.03717	5.41122	7.27909	5.34966	6.11428	4.66578	5.79939	4.97816	5.6685	6.56396	5.41905	8.27054	6.49904	6.56453	7.77208	8.03467
Stage_4	6.30287	6.38505	6.74419	6.70688	4.92766	7.01975	4.44221	6.0675	6.28534	8.16401	5.97086	8.70177	8.3427	5.42755	5.01197	4.64541	5.54001	5.56011	6.60164	5.84492	7.77402	7.76819	5.27894	8.48608	8.02032
Stage_4	6.84988	6.13241	6.89814	6.59937	4.97313	7.45921	4.30001	5.83163	7.15858	8.48081	5.33474	8.573	8.35363	5.48405	4.91155	4.6476	5.42263	6.05588	6.24012	5.61865	7.97853	7.50133	5.55421	7.92723	8.27854
Stage_4	6.60587	6.12249	5.30329	7.13682	4.93368	6.68449	5.90031	6.48172	5.49985	9.26954	5.83078	8.39603	6.99577	6.05246	4.80325	4.8612	5.21281	5.32817	7.42528	5.73631	7.77523	7.2112	5.92477	8.6729	7.99262
Stage_4	6.75006	6.34451	5.78911	6.84391	4.92014	6.25805	5.6315	6.42693	5.19625	9.29553	5.58133	8.61733	6.803	5.96208	4.94592	4.62946	5.68837	5.32756	6.99898	5.98699	7.83548	7.7165	5.73827	8.7333	8.29883
Stage_4	5.56799	6.03095	3.74548	7.06049	4.33457	7.21178	3.96917	5.52664	6.03431	8.51734	5.27383	7.98285	7.55561	4.60587	4.88773	4.71758	4.87794	5.2489	6.59289	5.63271	7.37018	7.90138	4.16836	8.19059	10.2761
Stage_4	4.50428	6.25631	4.27433	6.69015	5.27732	7.44405	4.23893	6.41688	5.78514	7.4155	5.33876	8.46958	7.38301	4.19264	4.93083	4.16055	5.2034	4.99684	6.72183	5.67398	7.88497	8.19348	4.89957	9.04121	9.79309
Stage_4	6.3897	5.46427	3.66342	7.16749	4.39645	7.378	3.9695	5.71693	5.45848	7.86086	5.14437	8.10005	8.51829	5.91796	4.9375	4.51002	5.18943	4.56641	6.37518	5.42578	7.50214	7.99156	4.17129	8.15363	9.70049
Stage_4	4.59364	6.17039	3.83399	6.69407	4.77488	7.469	4.08045	6.35178	8.15564	6.69487	4.87226	7.3188	6.48523	6.16897	5.33229	6.23159	5.6945	5.46026	6.63996	5.69807	7.5727	6.5765	4.70225	7.93471	8.92418
Stage_4	4.3517	5.78824	3.58756	6.74641	4.19705	7.38225	5.16283	5.73553	5.26292	8.0773	5.00304	8.46432	7.96954	5.02077	4.80224	4.69325	5.15398	4.43207	6.68049	5.44133	7.85399	8.36338	4.37916	9.08745	9.29737
Stage_4	4.9122	6.0246	3.84977	6.86049	4.85142	7.32184	5.17686	6.2088	5.64099	7.91495	5.07347	8.50621	7.89614	5.3207	5.04836	4.68193	5.49025	4.54738	7.15309	5.62609	7.75772	7.87285	5.15663	9.14448	9.59768
Stage_4	6.1366	6.14424	4.26512	7.04166	4.42424	6.89263	3.91498	5.95517	6.62143	8.53782	5.49359	9.09206	9.18363	8.3022	4.86725	4.46059	4.9526	5.7395	7.0414	6.13675	6.50109	6.347	4.41056	7.65454	10.5864
Stage_4	4.4513	5.42433	3.8188	6.50037	4.262	7.44562	4.06731	5.94919	5.19578	7.65272	4.76421	8.74296	8.1546	4.95901	5.10977	4.89595	5.34854	4.51179	6.55851	5.79532	8.07584	8.69075	4.66361	8.72933	8.80704
Stage_4	4.25215	6.01283	3.66679	6.34019	4.91759	7.35178	4.22436	6.08781	5.30868	7.4267	5.06781	8.52312	8.64924	5.11128	5.12152	4.79881	5.61922	4.91951	7.06473	5.9123	7.92351	8.53509	4.84441	9.50064	8.25374
Stage_4	5.09627	5.21068	4.26716	6.91024	4.80551	7.0316	5.21521	5.52926	5.43829	7.86223	4.35643	7.6215	7.89793	5.21875	5.31778	4.75459	5.32557	4.6095	6.10483	5.47864	8.11802	7.87456	4.54203	7.40691	8.43023
Stage_4	4.2964	6.18486	3.85815	6.59133	4.40558	6.88844	3.73535	5.74076	7.30921	6.70503	5.06358	7.65485	5.45411	5.19547	4.87656	5.9426	5.32772	5.77356	6.69487	5.8389	7.39655	7.32081	4.55703	7.53523	9.21405
Stage_4	4.36455	5.79447	4.07572	6.75565	4.51455	7.26793	4.17041	5.4987	5.25063	8.11351	5.10319	8.91357	8.02153	4.86301	4.84392	4.42792	4.85561	4.42428	6.91649	5.58776	8.00642	8.56294	4.1559	8.90621	9.50255
Stage_4	4.66215	7.22077	4.77458	6.23608	5.63025	7.31107	4.64305	6.09723	6.02425	7.55161	4.98942	8.70512	7.83291	5.56495	5.72802	4.97874	5.69742	5.3335	7.07294	5.55956	7.36984	8.3579	5.57367	8.9371	9.41309
Stage_4	4.27768	5.78175	3.64299	6.66383	4.85103	7.25552	5.97924	5.55847	5.66829	8.72987	4.88868	8.73722	7.87368	5.58982	4.71721	4.56915	5.26156	4.7083	6.90543	5.74179	7.4028	8.37245	4.63881	9.38801	9.80509
Stage_4	5.47982	5.77947	3.64862	6.41894	4.13735	7.57406	4.16793	5.80189	5.27314	8.80846	5.60813	7.70677	8.66286	6.44188	4.98726	4.30001	5.45367	4.59817	6.83502	5.34855	7.81159	7.8258	4.20698	9.09058	10.3569
Stage_4	5.12848	5.70917	4.16433	7.44529	4.40461	7.07762	5.22916	5.82096	5.72442	8.73386	5.1943	8.46615	7.19966	4.58521	4.81377	4.44141	5.07088	4.99977	6.83537	5.72891	7.18907	8.09004	4.40806	8.53137	10.0773
Stage_4	5.27967	5.37624	3.74033	6.94516	3.82536	7.74766	4.27933	5.63932	5.74957	8.62391	5.10602	8.3128	6.91429	4.54167	4.73478	4.32004	5.086	4.43965	5.8383	5.32545	8.34233	7.73581	3.91501	8.88147	9.97412
Stage_4	4.56692	5.76314	3.7122	6.26652	4.4923	7.43395	4.24869	5.42142	5.64631	7.91079	4.92466	8.8401	8.17862	5.02047	4.77955	4.65423	4.84645	4.3848	6.92838	5.46861	7.90045	8.5766	4.34207	9.04688	9.31493
Stage_4	4.77794	5.68456	4.13924	6.27522	5.62511	7.31376	4.48813	5.93385	6.2712	6.94744	5.60836	8.46376	7.91942	5.47732	5.39405	5.04924	5.82462	5.62845	7.301	5.99552	7.61117	8.47551	5.75338	8.98849	8.46737
Stage_4	5.11173	6.07984	3.89242	6.90797	4.49479	7.48379	4.00614	5.98251	5.67316	7.67558	5.48041	8.37758	7.85519	4.68077	4.66452	4.38822	5.19605	4.52579	6.63939	5.69997	8.11401	8.33212	4.6293	8.85248	9.45521
Stage_4	5.01253	6.02214	4.29175	6.55998	4.8922	7.3598	4.15116	6.2398	6.14606	7.27378	5.27822	8.01446	7.40085	4.83364	5.26146	4.45146	5.59014	5.25042	7.1612	5.86063	7.77509	8.27206	5.12096	8.86117	9.74304
Stage_4	4.57542	5.69041	4.29715	6.95952	3.91559	7.26569	4.08602	5.9583	6.59819	8.10425	5.12131	7.52066	6.21357	5.73722	4.96547	5.86599	5.29536	5.31682	7.12347	5.53099	7.75356	6.87396	4.80622	7.99548	9.00386
Stage_4	4.65473	6.28285	3.7831	6.24351	4.78504	7.25665	3.85931	5.86697	5.81485	7.85884	5.33133	7.84504	6.23575	5.02334	5.08749	4.62733	5.40315	5.16233	6.84601	5.93074	7.37097	7.82073	4.99709	8.58607	9.50229
Stage_4	5.76985	6.32255	3.6854	6.85256	4.41932	7.83951	3.82867	5.81514	5.64101	7.58017	5.29453	8.2956	8.60775	5.10666	4.8772	4.8216	5.70865	4.74363	6.83454	5.6118	7.68831	8.34538	4.80239	9.01121	9.5075
Stage_4	4.28392	5.92563	3.54857	6.20685	4.32238	7.17345	4.71876	6.05981	5.38073	8.04653	5.19833	8.76505	7.93195	4.75741	4.80745	4.56355	4.87507	4.4827	5.80489	5.48036	7.79702	8.44455	4.30567	9.09932	9.68221
